age	value
40.5853738213956	4.78608707609925
35.995342623893	5.76899501743617
33.2737889177096	0.78631809887211
24.0300697644358	5.38336275305997
22.0652616277382	1.46797335046923
26.5855191949844	2.62035724106495
19.4822089036123	-1.51941816409127
23.3587892939765	4.54703902858455
36.6887655121289	4.02378868570701
18.2566857228577	2.64126907592991
48.9709673304114	5.20875368508126
25.7950767684883	7.22480675864516
17.9061106604632	2.8625128506384
22.0338711851437	4.28241598358703
35.0279223604939	6.10570920104352
29.6060297017683	-2.56354626265104
31.5636286651008	7.55735507238582
42.1375956562401	0.136809995201945
35.2859648403592	9.20768596061025
59.9181218435221	3.45044554586881
23.3935891661706	7.38464692504002
26.6899867320737	6.35575838118696
25.5130991851146	1.17453852526493
14.3550385925461	10.4160160117357
27.5962847636705	6.98868741757772
58.0677003181592	10.0393211670739
46.168357842015	6.1043920475302
37.5425851369396	9.10900213071201
38.5771436564779	7.05310360649063
31.161628284005	9.92854350140302
36.9715395367203	2.91827192548876
17.2098980065296	3.29901497141957
47.8848000276552	2.77734354046723
19.0997883466108	10.4478561046352
